Measurement_ID,Date,Product_Key,Plant_Key,Production_Units,Electricity_kWh,Fuel_Tons,Renewable_Percent,Scope1_Emissions_tCO2,Scope2_Emissions_tCO2,Energy_Cost_USD,Carbon_Tax_USD
45557,2024-03-13 04:00:00,3,59,9136,63337,149.43,67.18,39.79,34.2,30415,4476
45558,2024-03-13 00:00:00,5,63,5054,13058,140.26,88.05,136.77,49.97,5992,2143
45559,2024-03-13 00:00:00,2,95,954,73686,53.7,63.1,167.43,140.8,15193,1570
45560,2024-03-13 00:00:00,1,95,5788,27670,81.65,69.19,9.0,52.73,36362,1897
45561,2024-03-13 08:00:00,3,34,6447,27166,245.63,58.19,143.05,45.12,38138,1537
45562,2024-03-13 00:00:00,5,58,385,74061,125.92,40.46,99.37,132.94,5114,4543
45563,2024-03-13 00:00:00,2,100,7471,63608,285.67,7.85,7.91,143.88,9567,473
45564,2024-03-13 00:00:00,2,21,5801,97511,357.24,89.57,64.4,53.75,7133,4752
45565,2024-03-13 00:00:00,2,31,8956,88432,481.41,26.8,46.68,62.15,47980,4169
45566,2024-03-13 13:00:00,1,47,3068,83824,412.61,93.11,131.89,91.24,46928,2132
45567,2024-03-13 00:00:00,2,56,2866,9217,149.23,19.88,37.76,144.21,17821,3867
45568,2024-03-13 15:00:00,5,79,6241,43411,32.64,92.34,45.34,74.8,29481,1918
45569,2024-03-13 00:00:00,5,65,8623,16818,354.0,86.46,162.34,98.09,4102,1172
45570,2024-03-13 17:00:00,1,38,2734,50053,202.3,31.85,113.46,114.76,9796,1841
45571,2024-03-13 00:00:00,1,75,9321,60528,234.07,84.58,149.97,130.16,3368,3139
45572,2024-03-13 00:00:00,1,27,4047,75711,271.58,7.51,125.65,52.87,48769,4993
45573,2024-03-13 00:00:00,5,30,3832,22533,417.12,67.21,125.01,101.62,42926,2573
45574,2024-03-13 21:00:00,4,35,5674,68795,83.38,74.43,178.34,59.24,18630,1090
45575,2024-03-13 00:00:00,2,96,1253,93113,338.78,86.74,136.98,25.92,11701,1077
45576,2024-03-13 00:00:00,1,17,2602,61653,406.68,11.62,20.61,66.78,47888,2842
45577,2024-03-14 00:00:00,2,98,7002,33254,87.53,98.3,157.67,33.11,12479,2613
45578,2024-03-14 00:00:00,4,43,775,50619,255.255,50.125,102.34,75.33,22243,500
45579,2024-03-14 00:00:00,3,65,8983,48034,383.79,50.17,53.76,28.13,36842,3782
45580,2024-03-14 00:00:00,1,80,1307,28079,159.8,16.94,59.37,137.81,35963,811
45581,2024-03-14 04:00:00,5,97,8340,98726,121.34,68.17,18.51,139.24,48115,2644
45582,2024-03-14 00:00:00,2,14,7791,18153,449.28,49.38,37.61,99.79,23290,3609
45583,2024-03-14 06:00:00,3,43,5763,83367,262.72,52.66,16.44,29.04,5357,1947
45584,2024-03-14 07:00:00,4,53,6376,69218,173.16,65.91,16.91,124.08,32990,549
45585,2024-03-14 00:00:00,4,29,8309,52794,119.16,71.12,80.39,78.97,3401,4072
45586,2024-03-14 00:00:00,5,82,9173,12229,467.13,75.44,170.77,92.12,17278,4979
45587,2024-03-14 00:00:00,5,53,3881,13005,260.43,9.64,159.01,11.84,45119,263
45588,2024-03-14 00:00:00,2,35,1984,80688,435.94,23.76,101.31,7.57,30220,3747
45589,2024-03-14 00:00:00,5,95,7177,59305,419.32,23.65,175.96,80.48,46620,2239
45590,2024-03-14 00:00:00,5,5,2719,87554,207.8,10.53,167.19,19.31,13440,1743
45591,2024-03-14 00:00:00,4,31,519,52602,473.74,34.24,67.9,97.96,43225,4255
45592,2024-03-14 00:00:00,5,25,5390,62004,424.95,72.84,62.46,28.95,42804,3526
45593,2024-03-14 00:00:00,4,30,4311,34611,477.89,31.41,5.79,61.26,42728,3701
45594,2024-03-14 00:00:00,1,97,5757,5700,67.02,83.32,128.44,40.99,18888,3015
45595,2024-03-14 00:00:00,4,86,1272,27102,396.65,41.97,19.25,67.89,34029,2108
45596,2024-03-14 19:00:00,5,24,2353,93469,270.6,53.37,192.33,109.27,46571,3672
45597,2024-03-14 00:00:00,4,87,8350,65427,271.79,26.38,153.14,6.51,27107,3311
45598,2024-03-14 00:00:00,4,91,1056,54543,394.77,90.61,115.51,41.33,29232,325
45599,2024-03-14 22:00:00,4,94,9374,92769,148.32,34.69,159.7,16.39,24868,2035
45600,2024-03-14 00:00:00,3,66,3948,85658,305.5,19.75,23.84,134.67,43084,3944
45601,2024-03-15 00:00:00,1,87,4165,18773,387.33,87.5,188.7,94.9,22138,4762
45602,2024-03-15 00:00:00,3,83,3051,24058,272.72,61.72,85.41,138.01,41892,1066
45603,2024-03-15 02:00:00,1,4,196,32049,175.55,0.43,45.68,118.59,35399,4688
45604,2024-03-15 00:00:00,3,3,1383,13098,463.97,99.27,163.92,89.08,15910,2029
45605,2024-03-15 04:00:00,5,19,2385,35960,115.11,93.16,165.99,67.36,14776,3669
45606,2024-03-15 00:00:00,4,95,7629,11884,53.37,98.48,23.13,118.04,45661,2275
45607,2024-03-15 00:00:00,3,11,5269,86598,366.72,34.02,114.44,146.2,42822,2248
45608,2024-03-15 07:00:00,4,46,4591,34293,238.46,54.21,52.91,105.85,27746,417
45609,2024-03-15 00:00:00,2,57,8608,92594,209.24,29.75,34.27,65.56,27308,467
45610,2024-03-15 00:00:00,5,85,2930,50212,141.92,60.93,193.79,37.24,27528,4721
45611,2024-03-15 10:00:00,4,100,8462,38901,93.68,65.71,140.19,148.73,12829,1714
45612,2024-03-15 11:00:00,4,80,6626,22166,71.77,31.24,109.14,142.07,14041,1922
45613,2024-03-15 00:00:00,1,64,7154,37407,183.06,63.3,94.52,5.93,15576,2512
45614,2024-03-15 00:00:00,5,62,5871,10393,472.25,57.11,56.84,58.1,9693,2573
45615,2024-03-15 00:00:00,2,75,2393,97889,310.75,72.09,184.07,41.52,19776,1750
45616,2024-03-15 00:00:00,3,23,283,82455,250.35,94.84,136.34,67.73,8065,4276
45617,2024-03-15 00:00:00,5,29,4846,43977,119.84,29.97,146.51,96.24,16114,4068
45618,2024-03-15 00:00:00,1,77,1500,69494,362.81,53.36,62.11,24.63,16374,2304
45619,2024-03-15 00:00:00,4,56,1325,90831,69.38,69.61,53.07,146.01,26889,3251
45620,2024-03-15 00:00:00,4,23,3388,47869,265.66,98.23,131.69,100.23,15405,3729
45621,2024-03-15 20:00:00,4,12,7649,50619,255.255,50.125,102.34,75.33,44128,861
45622,2024-03-15 00:00:00,4,38,4507,56325,50.54,1.07,38.7,58.61,44175,1565
45623,2024-03-15 22:00:00,1,92,3040,60624,223.25,11.26,174.66,115.46,27183,3056
45624,2024-03-15 23:00:00,1,76,7232,29861,121.16,43.08,101.1,146.07,36244,507
45625,2024-03-16 00:00:00,3,8,861,15505,165.46,40.35,66.9,66.03,27029,1055
45626,2024-03-16 01:00:00,3,50,6273,24491,116.18,70.39,153.58,75.29,5595,4225
45627,2024-03-16 00:00:00,2,44,5884,82188,289.5,25.7,128.77,107.28,37251,2890
45628,2024-03-16 00:00:00,5,67,7768,61888,359.08,85.79,83.25,94.79,21650,4600
45629,2024-03-16 00:00:00,5,38,8879,56886,65.63,96.91,154.01,69.05,31637,4025
45630,2024-03-16 00:00:00,2,1,6557,72007,274.37,45.68,125.16,46.5,18253,2639
45631,2024-03-16 00:00:00,1,97,477,60625,316.98,40.97,90.76,91.32,46192,420
45632,2024-03-16 00:00:00,5,78,2691,96932,368.43,46.25,26.77,140.37,26961,4963
45633,2024-03-16 00:00:00,5,80,5266,27608,330.13,53.41,197.74,111.63,42826,1650
45634,2024-03-16 00:00:00,3,68,3108,91726,235.29,68.54,146.64,34.97,11309,605
45635,2024-03-16 00:00:00,2,69,8674,14523,129.52,76.97,179.99,7.46,7684,3449
45636,2024-03-16 00:00:00,2,17,3294,35219,289.11,38.4,118.31,29.03,13594,4893
45637,2024-03-16 00:00:00,3,81,4061,86570,364.45,35.03,146.17,36.02,1906,1849
45638,2024-03-16 00:00:00,4,65,8890,50619,255.255,50.125,102.34,75.33,39324,4184
45639,2024-03-16 14:00:00,5,59,7727,27252,45.99,77.78,121.03,112.67,42897,3501
45640,2024-03-16 00:00:00,1,96,5598,29322,63.85,11.23,124.98,114.22,24450,4994
45641,2024-03-16 00:00:00,2,86,9992,78003,304.29,94.18,77.47,46.22,1199,4135
45642,2024-03-16 00:00:00,1,96,794,36117,337.85,69.21,76.12,61.92,8535,883
45643,2024-03-16 00:00:00,4,73,4312,93454,140.34,29.5,168.42,3.32,32997,1129
45644,2024-03-16 00:00:00,5,22,5730,83603,178.46,43.45,55.56,96.4,12629,2740
45645,2024-03-16 00:00:00,4,60,3615,89147,46.99,6.64,85.92,6.67,43048,1132
45646,2024-03-16 00:00:00,1,61,7983,27869,61.28,25.53,198.07,96.97,25968,1770
45647,2024-03-16 22:00:00,2,32,5994,8923,301.59,32.45,40.18,65.26,5965,264
45648,2024-03-16 00:00:00,4,47,4186,53128,238.78,20.15,136.14,4.12,11941,1066
45649,2024-03-17 00:00:00,3,73,2354,95860,91.72,2.21,106.8,107.24,1075,3492
45650,2024-03-17 00:00:00,4,74,5268,46661,311.53,95.65,29.14,25.53,23746,4756
45651,2024-03-17 02:00:00,3,79,5577,4406,269.41,72.04,156.78,93.61,41896,3308
45652,2024-03-17 03:00:00,1,25,5746,27624,382.81,93.32,90.13,31.69,8739,2017
45653,2024-03-17 00:00:00,3,15,4617,90496,132.58,61.84,47.8,104.36,37275,4131
45654,2024-03-17 00:00:00,4,72,3158,92461,15.46,86.67,23.84,32.03,45514,3426
45655,2024-03-17 00:00:00,3,32,5680,38421,467.73,84.99,14.51,94.64,36291,1058
45656,2024-03-17 07:00:00,3,5,3891,84466,14.71,75.66,34.45,142.7,49923,2882
45657,2024-03-17 08:00:00,1,67,850,64549,180.04,96.35,67.8,86.12,49554,2667
45658,2024-03-17 09:00:00,5,81,4852,19917,454.2,8.59,76.14,59.61,25225,1514
45659,2024-03-17 00:00:00,5,92,9103,67103,169.79,77.47,10.68,91.84,19711,3996
45660,2024-03-17 00:00:00,1,15,7363,42840,164.47,16.93,175.46,139.2,42478,1063
45661,2024-03-17 00:00:00,1,8,922,98070,395.44,78.83,5.11,28.5,44843,3230
45662,2024-03-17 00:00:00,4,30,3848,46856,83.49,10.84,97.3,60.31,24554,3117
45663,2024-03-17 14:00:00,3,98,5357,4931,417.64,45.9,160.92,83.63,27826,1675
45664,2024-03-17 00:00:00,2,75,2318,37257,391.42,75.23,115.97,16.19,1873,1256
45665,2024-03-17 16:00:00,4,4,4189,89089,453.49,99.69,170.67,38.91,40044,3847
45666,2024-03-17 00:00:00,1,92,8812,34646,222.72,65.52,73.4,137.95,14887,3164
45667,2024-03-17 00:00:00,1,86,468,92907,302.57,25.63,91.12,148.88,33565,1649
45668,2024-03-17 00:00:00,1,84,9690,46046,430.9,75.15,6.21,123.61,12537,2682
45669,2024-03-17 00:00:00,2,83,2073,97536,71.19,93.22,92.82,53.0,19820,2630
45670,2024-03-17 00:00:00,2,59,3817,4833,103.9,64.48,98.18,52.71,26219,1692
45671,2024-03-17 00:00:00,5,70,1128,78539,35.48,66.52,97.22,21.35,16655,3733
45672,2024-03-17 00:00:00,4,87,1429,89053,465.69,80.35,122.77,87.55,3465,2720
45673,2024-03-18 00:00:00,1,53,2867,46088,216.84,43.45,21.32,28.65,12770,778
45674,2024-03-18 00:00:00,2,41,3040,39520,345.05,86.27,6.7,67.24,10819,2219
45675,2024-03-18 00:00:00,3,77,6927,57450,139.45,21.01,176.06,127.26,22059,3173
45676,2024-03-18 00:00:00,3,64,7996,37647,125.24,13.11,143.41,68.81,26715,2003
45677,2024-03-18 00:00:00,1,79,5602,29917,406.27,15.54,120.52,33.0,27560,811
45678,2024-03-18 05:00:00,5,52,8244,87644,218.01,61.35,125.55,83.24,21604,4873
45679,2024-03-18 00:00:00,2,23,9443,78626,16.23,42.27,192.26,145.88,16606,4766
45680,2024-03-18 00:00:00,2,52,5338,40164,208.0,86.14,185.95,78.49,8973,2353
45681,2024-03-18 00:00:00,3,89,9904,68478,395.43,23.72,197.1,6.51,46748,4359
45682,2024-03-18 00:00:00,5,77,1535,80157,163.47,79.21,7.84,127.34,37673,3277
45683,2024-03-18 00:00:00,4,52,4575,74285,112.46,52.63,190.49,138.0,44782,1568
45684,2024-03-18 11:00:00,1,84,8821,29944,380.59,38.91,183.22,25.46,16847,542
45685,2024-03-18 00:00:00,1,70,2817,70071,408.13,73.21,76.01,71.91,26189,3896
45686,2024-03-18 00:00:00,2,98,7838,87474,185.09,93.46,136.84,132.78,14824,161
45687,2024-03-18 00:00:00,4,40,2026,89501,273.77,88.22,192.55,72.17,13849,2443
45688,2024-03-18 15:00:00,3,16,4979,90195,287.43,49.83,190.83,54.42,43065,2205
45689,2024-03-18 00:00:00,5,32,333,46402,354.5,69.42,45.15,42.34,17462,1904
45690,2024-03-18 17:00:00,3,28,8322,60066,396.45,86.44,154.75,112.63,31918,1285
45691,2024-03-18 00:00:00,4,6,8486,6164,270.4,28.52,122.18,74.87,2117,3631
45692,2024-03-18 19:00:00,4,76,3487,78373,442.28,65.87,135.19,39.61,19316,318
45693,2024-03-18 00:00:00,2,36,6584,33283,163.16,74.33,143.92,25.68,4247,4205
45694,2024-03-18 00:00:00,4,64,2340,45644,440.29,58.6,80.43,3.72,11094,2118
45695,2024-03-18 00:00:00,5,27,5687,59881,189.51,7.56,196.85,121.56,44958,2606
45696,2024-03-18 00:00:00,3,63,3733,6335,31.71,47.24,20.66,111.19,17166,2430
45697,2024-03-19 00:00:00,4,14,1045,95608,359.77,18.23,19.79,44.47,43406,3654
45698,2024-03-19 00:00:00,3,45,5574,18424,411.86,38.7,11.43,76.86,42163,4429
45699,2024-03-19 00:00:00,2,65,781,67297,141.93,39.65,110.71,112.03,43426,1131
45700,2024-03-19 00:00:00,2,46,2248,73472,446.76,77.96,51.78,101.56,23366,1281
45701,2024-03-19 04:00:00,2,6,2554,81194,161.86,9.97,76.76,146.98,46710,4539
45702,2024-03-19 00:00:00,3,2,4899,13832,230.34,87.3,71.25,71.4,1617,2836
45703,2024-03-19 00:00:00,5,53,936,97075,392.07,83.14,51.73,96.6,42797,4620
45704,2024-03-19 00:00:00,1,46,4560,97410,399.64,33.5,18.24,97.09,43288,2769
45705,2024-03-19 00:00:00,2,61,5743,64534,194.56,22.6,198.03,44.6,24985,1232
45706,2024-03-19 00:00:00,1,39,4947,50619,255.255,50.125,102.34,75.33,30611,2086
45707,2024-03-19 10:00:00,5,69,9451,88141,414.39,76.19,126.73,49.31,7811,1650
45708,2024-03-19 00:00:00,1,50,8490,26741,376.3,25.24,172.54,14.3,45881,25
45709,2024-03-19 00:00:00,4,89,3962,65163,464.5,3.91,42.32,59.07,34734,3122
45710,2024-03-19 00:00:00,1,88,1666,9101,11.86,96.06,142.58,23.52,24850,1498
45711,2024-03-19 14:00:00,3,14,5280,55681,273.31,56.56,131.45,13.37,29396,131
45712,2024-03-19 00:00:00,3,54,6711,17435,481.37,75.15,66.18,112.37,22376,1064
45713,2024-03-19 16:00:00,3,3,3212,89657,262.91,99.01,97.22,94.88,31243,1725
45714,2024-03-19 00:00:00,3,84,4451,34755,487.82,53.78,154.24,145.08,28365,4156
45715,2024-03-19 00:00:00,2,24,9447,54008,217.02,68.1,8.55,94.6,19883,3127
45716,2024-03-19 00:00:00,4,6,955,60057,166.64,47.06,175.02,60.82,47575,779
45717,2024-03-19 00:00:00,5,69,7607,23448,357.1,49.75,18.42,120.35,35503,2922
45718,2024-03-19 00:00:00,4,26,5809,47445,158.81,33.31,44.14,6.99,38033,3490
45719,2024-03-19 00:00:00,1,18,6962,22952,144.34,92.84,182.79,48.85,23488,3476
45720,2024-03-19 00:00:00,1,19,7335,37315,382.96,37.62,103.43,134.05,7686,4451
45721,2024-03-20 00:00:00,3,95,9922,33082,405.29,61.26,104.06,48.51,47400,1718
45722,2024-03-20 00:00:00,3,50,6008,21190,16.53,50.81,60.8,125.4,37679,3007
45723,2024-03-20 00:00:00,3,46,5492,54270,64.2,77.71,127.05,146.24,11226,679
45724,2024-03-20 00:00:00,3,92,5839,87647,258.47,37.9,157.21,31.83,28992,1604
45725,2024-03-20 00:00:00,3,91,8602,99762,64.57,47.34,73.53,72.67,15297,897
45726,2024-03-20 00:00:00,5,29,4886,31647,63.48,23.76,164.16,21.85,7278,1337
45727,2024-03-20 00:00:00,2,56,8437,27980,479.71,11.36,104.7,112.26,4262,3825
45728,2024-03-20 00:00:00,3,23,5995,35690,125.25,22.34,52.34,123.47,48038,3181
45729,2024-03-20 08:00:00,2,84,8609,82782,154.58,17.23,136.4,146.59,35493,2553
45730,2024-03-20 00:00:00,1,71,3076,29806,219.04,4.54,146.34,104.22,37916,1325
45731,2024-03-20 00:00:00,3,81,3063,50728,366.92,80.44,185.02,5.68,36119,598
45732,2024-03-20 00:00:00,3,87,1838,38087,45.63,88.65,41.99,45.66,8980,2632
45733,2024-03-20 00:00:00,1,19,3261,73291,268.11,33.83,16.94,105.93,24690,536
45734,2024-03-20 00:00:00,5,94,7906,95967,479.54,91.1,103.25,2.23,15745,393
45735,2024-03-20 00:00:00,5,78,1125,35805,288.5,2.24,160.91,33.99,4586,3921
45736,2024-03-20 00:00:00,3,6,4363,65508,355.9,35.04,103.7,10.01,7229,4993
45737,2024-03-20 00:00:00,2,30,9222,22519,132.8,16.23,39.8,69.56,1372,173
45738,2024-03-20 00:00:00,4,42,6319,60628,412.61,27.33,149.87,67.56,8407,1624
45739,2024-03-20 00:00:00,2,15,3627,77250,483.65,62.33,142.99,12.19,8571,1942
45740,2024-03-20 19:00:00,3,81,2293,37395,226.07,69.13,20.22,56.98,1106,1332
45741,2024-03-20 00:00:00,5,95,6556,45065,283.63,10.23,39.79,40.7,29861,1545
45742,2024-03-20 00:00:00,2,71,1547,90726,497.55,20.41,39.23,139.45,13185,4533
45743,2024-03-20 22:00:00,5,60,8081,69200,98.31,57.88,141.99,77.69,2025,4751
45744,2024-03-20 00:00:00,5,46,2211,59398,269.41,51.72,128.17,7.0,21439,16
45745,2024-03-21 00:00:00,5,84,2004,27713,343.83,46.38,15.94,55.19,4763,3666
45746,2024-03-21 00:00:00,2,9,9310,29636,105.43,78.22,81.31,20.23,2618,1035
45747,2024-03-21 00:00:00,2,34,9928,81793,450.63,47.26,160.63,91.22,38787,171
45748,2024-03-21 00:00:00,2,14,3690,77479,58.47,93.75,36.66,54.21,30487,3500
45749,2024-03-21 04:00:00,3,32,8817,68778,462.74,4.77,72.21,6.21,9515,2734
45750,2024-03-21 00:00:00,3,29,4212,12577,286.28,2.72,10.44,100.04,15652,3034
45751,2024-03-21 00:00:00,4,5,5844,43639,256.63,70.93,149.01,43.84,19656,2255
45752,2024-03-21 00:00:00,1,31,5755,49506,60.72,38.15,123.42,134.18,35971,3690
45753,2024-03-21 00:00:00,3,51,4459,13482,375.21,14.42,28.01,29.09,43700,1268
45754,2024-03-21 00:00:00,1,37,5107,70540,213.43,7.79,134.28,103.87,16195,2956
45755,2024-03-21 00:00:00,5,37,4590,88028,432.75,33.08,75.58,93.2,32050,1377
45756,2024-03-21 00:00:00,4,67,1032,58382,53.79,25.6,71.5,80.08,30778,3644
45757,2024-03-21 12:00:00,3,44,2372,55118,458.96,61.13,124.99,145.5,17804,1396
45758,2024-03-21 00:00:00,5,44,1663,76604,285.21,65.05,24.01,121.9,25401,3812
45759,2024-03-21 00:00:00,1,25,9763,18088,346.34,66.68,160.72,107.14,8476,4044
45760,2024-03-21 15:00:00,1,62,7786,73173,380.62,99.74,140.25,115.54,29907,1359
45761,2024-03-21 00:00:00,2,84,2652,31822,395.41,97.64,36.86,115.65,5780,3069
45762,2024-03-21 17:00:00,3,23,722,5801,487.67,64.43,133.22,90.08,18650,2925
45763,2024-03-21 18:00:00,1,16,4536,39848,395.74,18.99,30.45,126.92,47363,1230
45764,2024-03-21 00:00:00,3,69,6222,98124,374.68,55.45,114.84,21.97,41959,3380
45765,2024-03-21 00:00:00,5,66,1112,85134,428.12,7.23,58.64,11.35,19019,4033
45766,2024-03-21 21:00:00,4,36,8263,11465,73.63,93.96,57.53,39.92,29981,2911
45767,2024-03-21 00:00:00,3,55,5140,43146,448.68,33.76,39.07,42.66,31772,3645
45768,2024-03-21 23:00:00,4,84,6358,69553,171.67,26.31,126.42,58.12,33092,4551
45769,2024-03-22 00:00:00,4,38,4505,83298,383.25,66.72,44.29,52.83,36508,3498
45770,2024-03-22 00:00:00,5,76,6330,50038,364.77,51.2,173.81,72.41,46516,2978
45771,2024-03-22 00:00:00,3,27,1626,50045,165.59,57.63,71.97,64.55,44232,3431
45772,2024-03-22 00:00:00,4,2,3785,63677,294.83,75.64,67.05,71.61,23043,3085
45773,2024-03-22 00:00:00,5,75,4319,69804,476.21,21.98,175.2,14.14,8351,1300
45774,2024-03-22 00:00:00,5,31,6117,23959,448.2,82.21,102.44,5.89,25325,2623
45775,2024-03-22 06:00:00,1,9,7536,85096,295.44,56.93,63.95,71.18,32427,440
45776,2024-03-22 00:00:00,5,8,3347,69907,54.46,70.31,61.76,94.67,22436,4132
45777,2024-03-22 00:00:00,5,95,7183,29495,403.34,16.02,147.64,51.78,32330,2152
45778,2024-03-22 00:00:00,2,84,7602,17834,259.66,24.2,184.29,24.36,22803,3527
45779,2024-03-22 00:00:00,5,10,8617,61032,445.26,12.08,181.29,2.18,21519,2974
45780,2024-03-22 00:00:00,3,24,856,78436,23.78,28.08,32.19,112.88,41939,885
45781,2024-03-22 12:00:00,4,64,6879,2057,339.96,22.17,168.26,32.13,30002,2004
45782,2024-03-22 00:00:00,4,78,4122,60724,416.35,22.78,37.21,144.65,21150,4273
45783,2024-03-22 00:00:00,3,9,7550,56688,63.9,96.03,51.67,25.1,36931,4288
45784,2024-03-22 00:00:00,4,41,4020,12825,77.89,27.83,67.95,66.58,48004,4295
45785,2024-03-22 16:00:00,2,76,8299,34385,166.97,98.05,150.84,129.05,9568,1716
45786,2024-03-22 00:00:00,1,1,2649,50619,255.255,50.125,102.34,75.33,27551,3298
45787,2024-03-22 00:00:00,4,68,9610,5214,338.77,10.25,83.02,75.2,1592,4318
45788,2024-03-22 00:00:00,4,94,5367,91836,201.67,22.49,31.5,122.63,44901,4775
45789,2024-03-22 00:00:00,1,92,2562,67406,459.48,74.19,48.22,29.37,7875,1886
45790,2024-03-22 00:00:00,1,67,1455,1518,306.41,94.48,69.34,121.6,18831,212
45791,2024-03-22 00:00:00,5,74,9152,75625,178.12,23.79,103.62,15.21,27354,1829
45792,2024-03-22 00:00:00,3,79,6395,87311,279.97,98.46,63.08,138.09,14128,4343
45793,2024-03-23 00:00:00,1,17,3426,5584,214.73,86.9,16.26,52.84,11088,2953
45794,2024-03-23 00:00:00,2,99,1122,43967,422.34,38.73,63.38,72.72,40659,2488
45795,2024-03-23 00:00:00,1,28,8717,93118,127.33,27.83,77.61,12.88,39747,1820
45796,2024-03-23 00:00:00,5,35,9631,84843,236.27,98.47,52.41,28.46,25850,3945
45797,2024-03-23 04:00:00,1,17,4856,10228,333.59,47.27,190.41,47.5,29337,1085
45798,2024-03-23 00:00:00,5,84,3523,40670,271.06,9.14,87.01,2.13,48128,1974
45799,2024-03-23 00:00:00,5,54,7542,87195,248.21,40.35,133.16,25.77,32200,2832
45800,2024-03-23 00:00:00,5,40,8538,53731,376.15,85.64,66.71,84.24,45313,1800
45801,2024-03-23 00:00:00,3,46,7881,58177,128.62,1.91,126.77,17.68,33170,1927
45802,2024-03-23 09:00:00,4,76,224,4165,189.82,0.42,191.53,140.49,33146,4400
45803,2024-03-23 00:00:00,5,48,4929,42163,391.79,62.44,41.73,20.06,32040,3095
45804,2024-03-23 00:00:00,3,47,9557,85377,310.25,91.43,30.13,10.55,45012,1944
45805,2024-03-23 12:00:00,1,92,8383,64784,422.65,47.1,80.19,100.98,4509,3505
45806,2024-03-23 00:00:00,4,51,3733,87725,163.72,19.81,43.92,121.51,47417,4205
45807,2024-03-23 14:00:00,5,44,6858,85340,128.41,12.17,95.67,123.81,44500,2088
45808,2024-03-23 00:00:00,5,72,1693,90733,400.02,64.11,14.95,14.47,42996,3313
45809,2024-03-23 00:00:00,5,68,6439,73773,359.32,93.32,154.0,10.0,35930,3678
45810,2024-03-23 00:00:00,4,61,7461,87206,139.88,41.63,48.58,146.96,22605,3233
45811,2024-03-23 00:00:00,5,18,3616,95851,331.36,73.37,111.86,108.07,19672,3682
45812,2024-03-23 00:00:00,1,84,4619,51513,394.17,59.58,34.92,145.29,31184,3110
45813,2024-03-23 00:00:00,4,69,6510,2718,338.15,32.29,8.01,103.28,25957,3497
45814,2024-03-23 00:00:00,2,72,4345,87572,48.26,76.05,100.95,27.75,33033,2885
45815,2024-03-23 22:00:00,3,69,3957,7672,142.36,13.62,32.85,106.64,35870,4586
45816,2024-03-23 00:00:00,1,41,4779,12665,328.34,50.66,84.7,69.14,6520,3149
45817,2024-03-24 00:00:00,1,83,7280,65999,124.13,59.63,7.74,46.44,12249,115
45818,2024-03-24 01:00:00,5,2,3472,77330,151.17,37.92,166.62,10.7,15822,222
45819,2024-03-24 00:00:00,3,43,1649,37861,197.44,74.59,35.01,83.01,35784,4575
45820,2024-03-24 00:00:00,2,21,3638,36722,208.43,68.57,185.68,39.58,36729,1594
45821,2024-03-24 00:00:00,3,47,4486,60146,370.77,25.99,133.28,90.36,18521,1851
45822,2024-03-24 00:00:00,2,47,3567,97739,307.94,86.85,138.07,106.88,42930,694
45823,2024-03-24 00:00:00,1,29,7028,20261,114.44,7.07,56.7,132.37,46980,300
45824,2024-03-24 07:00:00,1,28,4746,92637,60.24,69.59,40.53,104.92,25712,1971
45825,2024-03-24 00:00:00,3,31,9122,86655,481.76,28.3,89.03,63.92,14833,2830
45826,2024-03-24 00:00:00,4,90,181,35901,107.35,67.7,192.23,70.5,17432,2364
45827,2024-03-24 00:00:00,5,50,8520,61491,266.31,13.43,11.99,101.62,13270,2173
45828,2024-03-24 00:00:00,3,77,3584,35863,386.17,95.08,176.64,69.42,21547,840
45829,2024-03-24 00:00:00,4,63,6072,22019,112.49,92.97,80.31,117.55,1220,4012
45830,2024-03-24 13:00:00,3,97,5350,37615,68.61,17.65,96.61,114.63,25370,3204
45831,2024-03-24 00:00:00,3,50,1484,79050,30.83,48.54,198.57,113.0,40383,526
45832,2024-03-24 00:00:00,4,80,3159,49158,174.36,4.17,49.66,70.6,9290,4548
45833,2024-03-24 00:00:00,2,29,2249,43724,402.39,30.38,119.47,134.78,33403,4313
45834,2024-03-24 17:00:00,5,9,9847,97103,420.42,95.42,115.12,108.25,5443,4612
45835,2024-03-24 00:00:00,2,63,291,64949,218.23,7.76,128.71,62.95,32152,4535
45836,2024-03-24 00:00:00,4,78,4704,6941,447.8,32.36,90.01,81.95,14013,1548
45837,2024-03-24 20:00:00,4,23,7756,67718,339.16,66.41,100.24,149.31,4096,4789
45838,2024-03-24 00:00:00,2,41,729,13696,404.5,75.19,48.07,26.05,29874,26
45839,2024-03-24 00:00:00,4,41,7892,33451,191.28,1.03,148.56,71.22,38316,1095
45840,2024-03-24 00:00:00,5,66,6214,56904,128.24,42.46,18.87,82.16,23563,1849
45841,2024-03-25 00:00:00,3,46,4269,64322,310.08,6.82,114.69,113.36,2931,4372
45842,2024-03-25 00:00:00,5,89,8720,71242,112.37,25.2,152.61,63.47,35592,1126
45843,2024-03-25 02:00:00,4,99,7869,72889,408.81,83.98,124.24,143.2,19095,3322
45844,2024-03-25 00:00:00,4,56,3785,94408,455.85,80.04,44.82,16.91,42733,385
45845,2024-03-25 00:00:00,4,78,8477,13279,466.18,98.84,30.95,33.21,32136,826
45846,2024-03-25 05:00:00,1,58,9684,19846,273.07,49.43,120.98,120.36,43164,1855
